symbol,entry_date,entry_price,exit_date,exit_price,pnl_pct,hold_days
IWM,2020-12-15,182.7493133544922,2021-03-05,204.36795043945312,0.11829668023444602,54
IWM,2021-03-09,209.6528778076172,2021-03-24,199.0454559326172,-0.050595164664200984,11
IWM,2021-04-09,209.34182739257812,2021-04-12,208.52359008789062,-0.003908618334323899,1
IWM,2021-04-14,210.0283660888672,2021-04-20,204.2632598876953,-0.02744917893010958,4
IWM,2021-04-23,212.3231201171875,2021-05-10,206.58621215820312,-0.027019704475979834,11
IWM,2021-05-27,212.2197265625,2021-07-07,210.75830078125,-0.006886380474246823,27
IWM,2021-08-11,210.69236755371094,2021-08-16,206.3408660888672,-0.020653341719815452,3
IWM,2021-08-27,213.2543182373047,2021-09-17,209.5526885986328,-0.017357817976528772,14
IWM,2021-09-27,213.9287109375,2021-09-30,206.6636199951172,-0.03396033618182897,3
IWM,2021-10-13,210.2725372314453,2021-11-26,210.53709411621094,0.0012581618515138252,31
IWM,2021-12-30,211.25247192382812,2022-01-06,207.14926147460938,-0.019423254136871144,5
IWM,2022-03-18,196.41273498535156,2022-04-08,187.8737030029297,-0.04347494057887191,15
IWM,2022-06-02,179.2239227294922,2022-06-13,162.02743530273438,-0.0959497324066105,7
IWM,2022-07-20,172.7753448486328,2022-08-30,175.75503540039062,0.017246040251682304,29
IWM,2022-10-25,170.49212646484375,2022-12-09,170.9227294921875,0.0025256475842744697,32
IWM,2023-01-11,175.6912384033203,2023-02-27,180.89199829101562,0.029601703163798895,31
IWM,2023-04-18,171.76602172851562,2023-04-25,166.9802703857422,-0.027862037524147502,5
IWM,2023-05-18,170.96517944335938,2023-08-14,184.47142028808594,0.07899995126903119,59
IWM,2023-11-14,173.47781372070312,2024-01-17,184.86546325683594,0.0656432617629524,42
IWM,2024-01-23,191.19740295410156,2024-02-06,188.95343017578125,-0.011736418715158991,10
IWM,2024-02-08,191.37303161621094,2024-04-11,197.8646240234375,0.033921145275292115,43
IWM,2024-05-06,200.0360870361328,2024-06-07,196.7985076904297,-0.016184976389376764,23
IWM,2024-07-10,199.476318359375,2024-08-06,200.486572265625,0.00506453053955976,19
IWM,2024-08-21,211.33486938476562,2024-09-06,203.91958618164062,-0.03508783583472166,11
IWM,2024-09-16,213.44369506835938,2024-11-01,215.52035522460938,0.009729311308937519,34
IWM,2024-11-05,220.68743896484375,2024-12-17,228.09458923339844,0.03356398671033865,29
IWM,2025-01-22,225.35037231445312,2025-02-12,220.74049377441406,-0.020456494003952448,15
IWM,2025-02-18,224.2843017578125,2025-02-20,221.3722686767578,-0.012983668755378028,2
IWM,2025-04-30,192.78248596191406,2025-11-06,239.121337890625,0.2403685775577435,132
IWM,2025-11-28,247.47840881347656,2026-03-03,258.7796630859375,0.0456656171608839,63
QQQ,2020-12-15,297.2884826660156,2021-02-25,303.1966857910156,0.019873636112696245,48
QQQ,2021-04-01,314.9725646972656,2021-05-10,316.1272888183594,0.00366611016487613,26
QQQ,2021-05-26,324.24981689453125,2021-09-21,356.1294860839844,0.0983182334373457,81
QQQ,2021-10-19,365.19451904296875,2021-12-03,372.6448669433594,0.02040103975249973,32
QQQ,2021-12-07,386.94256591796875,2021-12-16,376.2532653808594,-0.027625031409378442,7
QQQ,2021-12-27,392.939208984375,2022-01-06,373.987548828125,-0.048230514346568054,8
QQQ,2022-03-22,348.0642395019531,2022-04-12,330.9906921386719,-0.04905286273508556,15
QQQ,2022-06-08,299.97344970703125,2022-06-09,291.93878173828125,-0.02678459702549359,1
QQQ,2022-07-19,291.4252014160156,2022-08-29,297.3944396972656,0.020482917236552874,29
QQQ,2022-10-28,275.23260498046875,2022-11-02,260.0234375,-0.05525932322425257,3
QQQ,2022-11-11,281.8291015625,2022-12-16,268.4110107421875,-0.04761073553412591,24
QQQ,2023-01-13,275.6462707519531,2023-02-28,287.9976806640625,0.04480891353405643,30
QQQ,2023-03-06,294.3353271484375,2023-03-09,287.1147766113281,-0.024531715601600036,3
QQQ,2023-03-16,300.9966125488281,2023-08-09,361.99365234375,0.20265025336465156,100
QQQ,2023-08-30,370.7996826171875,2023-09-20,359.197021484375,-0.03129091441211144,14
QQQ,2023-10-11,365.7790832519531,2023-10-20,349.4027099609375,-0.04477121311973812,7
QQQ,2023-11-06,363.798583984375,2024-04-15,426.3773498535156,0.17201486928225196,109
QQQ,2024-05-07,435.5367431640625,2024-07-24,459.0747985839844,0.05404378801412701,53
QQQ,2024-08-19,476.7984924316406,2024-09-05,456.7565002441406,-0.042034512494549155,12
QQQ,2024-09-13,470.9236755371094,2025-01-02,507.01605224609375,0.07664166951856777,76
QQQ,2025-01-06,521.2359008789062,2025-01-07,511.93487548828125,-0.01784417645626796,1
QQQ,2025-01-21,521.4942626953125,2025-02-26,511.3188171386719,-0.019512094925166448,25
QQQ,2025-04-29,473.23931884765625,2025-11-17,602.1240234375,0.27234572330904294,140
QQQ,2025-12-01,615.599609375,2025-12-17,598.8822631835938,-0.02715620012881242,12
QQQ,2025-12-23,621.3265380859375,2026-01-20,607.2942504882812,-0.02258440085447534,17
QQQ,2026-01-23,621.935791015625,2026-02-04,604.9871826171875,-0.027251379713587986,8
SPY,2020-12-15,342.60345458984375,2021-03-04,350.682861328125,0.023582385495656232,53
SPY,2021-03-10,362.6732177734375,2021-09-17,414.933837890625,0.14409837163612887,133
SPY,2021-10-15,419.1358642578125,2021-12-01,423.48822021484375,0.010384117247370879,32
SPY,2021-12-08,441.3678283691406,2022-01-14,438.3904113769531,-0.006745885859395532,26
SPY,2022-03-21,420.5146484375,2022-04-14,414.26922607421875,-0.014851854475194319,18
SPY,2022-06-03,388.4831848144531,2022-06-10,368.85748291015625,-0.050518793789415824,5
SPY,2022-07-20,375.1741638183594,2022-08-30,378.443359375,0.00871380780426929,29
SPY,2022-10-25,367.3158264160156,2022-12-16,367.4207458496094,0.0002856382057301284,37
SPY,2023-01-11,379.1641845703125,2023-02-23,384.0916748046875,0.012995663712170162,29
SPY,2023-03-29,386.2214660644531,2023-08-11,430.4446716308594,0.11450219485994656,93
SPY,2023-08-31,434.9842834472656,2023-09-20,425.16827392578125,-0.02256635445237735,13
SPY,2023-11-06,422.30889892578125,2024-04-15,492.4648742675781,0.1661247857202423,109
SPY,2024-05-07,504.8533935546875,2024-07-25,527.3137817382812,0.04448893177769788,54
